"CustomerID","InsuredAge","InsuredZipCode","InsuredGender","InsuredEducationLevel","InsuredOccupation","InsuredHobbies","CapitalGains","CapitalLoss","Country"
"Cust10031",38,450730,"MALE","Masters","sales","exercise",51500,0,"India"
"Cust10032",53,464665,"MALE","College","tech-support","sleeping",45700,-65400,"India"
"Cust10034",44,438328,"FEMALE","Masters","sales","camping",0,-56800,"India"
"Cust10035",42,438328,"FEMALE","Masters","sales","reading",71300,-70300,"India"
"Cust10037",29,442142,"FEMALE","Associate","farming-fishing","golf",0,-18600,"India"
"Cust1004",41,608117,"FEMALE","PhD","armed-forces","board-games",48900,-62400,"India"
"Cust10040",40,465252,"MALE","JD","transport-moving","sleeping",0,0,"India"
"Cust10041",40,465252,"MALE","JD","transport-moving","sleeping",0,0,"India"
"Cust10042",41,432491,"FEMALE","Associate","craft-repair","skydiving",81800,0,"India"
"Cust10043",41,432491,"FEMALE","Associate","craft-repair","sleeping",81800,0,"India"
"Cust10044",52,605258,"FEMALE","Masters","exec-managerial","base-jumping",64800,-24300,"India"
"Cust10046",32,431361,"FEMALE","Masters","machine-op-inspct","base-jumping",0,0,"India"
"Cust10047",27,431361,"FEMALE","Masters","protective-serv","board-games",0,0,"India"
"Cust10049",42,477695,"MALE","High School","prof-specialty","base-jumping",0,0,"India"
"Cust1005",44,610706,"MALE","Associate","sales","board-games",66000,-46000,"India"
"Cust10051",38,612597,"FEMALE","College","farming-fishing","skydiving",0,-62500,"India"
"Cust10052",25,445638,"MALE","Associate","machine-op-inspct","camping",0,-45300,"India"
"Cust10053",34,445638,"MALE","Associate","machine-op-inspct","camping",0,-45300,"India"
"Cust10054",34,440961,"MALE","JD","machine-op-inspct","base-jumping",0,0,"India"
"Cust10057",35,617947,"FEMALE","Masters","priv-house-serv","dancing",36700,-73400,"India"
"Cust10058",35,445601,"FEMALE","JD","prof-specialty","paintball",0,0,"India"
"Cust10059",35,430232,"FEMALE","JD","exec-managerial","golf",0,-51000,"India"
"Cust1006",39,478456,"FEMALE","PhD","tech-support","bungie-jumping",0,0,"India"
"Cust10061",49,443861,"MALE","PhD","sales","board-games",54900,-72500,"India"
"Cust10063",29,460801,"FEMALE","PhD","sales","board-games",0,0,"India"
"Cust10064",55,605121,"MALE","MD","exec-managerial","video-games",0,-42700,"India"
"Cust10065",40,443567,"MALE","MD","exec-managerial","camping",0,-42700,"India"
"Cust10067",35,471806,"FEMALE","PhD","machine-op-inspct","video-games",0,0,"India"
"Cust10068",51,465100,"MALE","High School","protective-serv","exercise",90700,0,"India"
"Cust1007",34,441716,"MALE","PhD","prof-specialty","board-games",0,-77000,"India"
"Cust10072",44,439787,"FEMALE","High School","prof-specialty","dancing",0,0,"India"
"Cust10073",27,439787,"FEMALE","High School","prof-specialty","kayaking",0,0,"India"
"Cust10076",47,610246,"FEMALE","Masters","priv-house-serv","video-games",0,0,"India"
"Cust10078",46,601600,"MALE","MD","transport-moving","polo",0,0,"India"
"Cust10079",47,601600,"MALE","MD","priv-house-serv","base-jumping",0,0,"India"
"Cust10080",44,473394,"MALE","Associate","prof-specialty","skydiving",0,0,"India"
"Cust10081",50,473394,"MALE","Associate","prof-specialty","board-games",0,0,"India"
"Cust10082",40,616706,"FEMALE","College","tech-support","skydiving",0,-57700,"India"
"Cust10083",34,474598,"FEMALE","PhD","tech-support","bungie-jumping",0,-57700,"India"
"Cust10084",33,441726,"MALE","Masters","handlers-cleaners","exercise",0,0,"India"
"Cust10085",31,473243,"MALE","Masters","handlers-cleaners","golf",0,-64700,"India"
"Cust10086",40,431277,"FEMALE","High School","machine-op-inspct","skydiving",0,-64100,"India"
"Cust10087",34,431277,"FEMALE","High School","machine-op-inspct","sleeping",0,-45200,"India"
"Cust10088",41,434206,"FEMALE","Masters","exec-managerial","camping",0,0,"India"
"Cust10089",42,605141,"FEMALE","College","exec-managerial","camping",0,-45300,"India"
"Cust1009",33,601734,"FEMALE","PhD","other-service","golf",0,0,"India"
"Cust10090",35,469895,"MALE","College","transport-moving","cross-fit",0,-39700,"India"
"Cust10091",38,437387,"FEMALE","College","transport-moving","yachting",0,0,"India"
"Cust10092",30,457722,"FEMALE","Associate","adm-clerical","polo",0,0,"India"
"Cust10093",33,457722,"FEMALE","Associate","farming-fishing","polo",0,-50400,"India"
"Cust10094",31,471806,"FEMALE","High School","machine-op-inspct","video-games",0,0,"India"
"Cust10096",39,619108,"FEMALE","JD","armed-forces","camping",64000,0,"India"
"Cust10097",39,619108,"FEMALE","College","armed-forces","kayaking",64000,0,"India"
"Cust10098",44,610479,"MALE","Masters","prof-specialty","polo",0,0,"India"
"Cust10099",29,610479,"MALE","Masters","priv-house-serv","polo",0,0,"India"
"Cust1010",42,600983,"MALE","PhD","priv-house-serv","camping",0,-39300,"India"
"Cust10101",38,474998,"FEMALE","Associate","armed-forces","paintball",73700,0,"India"
"Cust10104",49,460535,"FEMALE","Masters","transport-moving","board-games",0,0,"India"
"Cust10105",50,460535,"FEMALE","Masters","priv-house-serv","bungie-jumping",0,0,"India"
"Cust10107",37,441370,"FEMALE","JD","priv-house-serv","dancing",0,0,"India"
"Cust10108",45,451470,"MALE","High School","priv-house-serv","dancing",0,0,"India"
"Cust10109",45,620737,"MALE","Masters","priv-house-serv","board-games",0,0,"India"
"Cust1011",42,462283,"FEMALE","Masters","exec-managerial","dancing",38400,0,"India"
"Cust10110",40,445904,"FEMALE","High School","exec-managerial","paintball",56900,-37100,"India"
"Cust10111",34,449800,"FEMALE","JD","exec-managerial","paintball",0,-37100,"India"
"Cust10112",41,464145,"FEMALE","College","tech-support","chess",0,0,"India"
"Cust10113",41,464145,"FEMALE","College","tech-support","chess",0,0,"India"
"Cust10114",36,466818,"FEMALE","College","prof-specialty","video-games",0,0,"India"
"Cust10117",21,445638,"MALE","Associate","machine-op-inspct","hiking",0,-45300,"India"
"Cust1012",61,615561,"FEMALE","High School","exec-managerial","skydiving",0,-51000,"India"
"Cust10120",35,445601,"MALE","JD","prof-specialty","paintball",0,0,"India"
"Cust10121",35,445601,"MALE","Masters","prof-specialty","paintball",44900,0,"India"
"Cust10123",32,431937,"FEMALE","High School","priv-house-serv","polo",63600,0,"India"
"Cust10124",53,444500,"MALE","Masters","transport-moving","base-jumping",0,0,"India"
"Cust10125",53,444500,"MALE","MD","transport-moving","base-jumping",0,0,"India"
"Cust10126",35,601117,"FEMALE","College","transport-moving","paintball",0,0,"India"
"Cust10127",41,601117,"FEMALE","JD","transport-moving","sleeping",0,-67400,"India"
"Cust10128",45,615383,"MALE","PhD","priv-house-serv","basketball",83200,0,"India"
"Cust10129",44,462836,"FEMALE","PhD","priv-house-serv","yachting",83200,0,"India"
"Cust1013",23,432220,"MALE","MD","protective-serv","reading",0,0,"India"
"Cust10131",31,612664,"MALE","College","priv-house-serv","exercise",67900,0,"India"
"Cust10133",43,616714,"MALE","Associate","priv-house-serv","skydiving",0,0,"India"
"Cust10135",28,445648,"MALE","MD","machine-op-inspct","reading",55200,0,"India"
"Cust10136",26,448857,"MALE","Associate","priv-house-serv","bungie-jumping",54600,0,"India"
"Cust10137",23,431278,"MALE","JD","priv-house-serv","skydiving",54600,0,"India"
"Cust10138",47,619892,"FEMALE","High School","other-service","movies",0,0,"India"
"Cust1014",34,464652,"FEMALE","MD","armed-forces","bungie-jumping",52800,-32800,"India"
"Cust10140",34,613816,"MALE","Masters","handlers-cleaners","polo",0,-52100,"India"
"Cust10141",37,613816,"MALE","Masters","tech-support","paintball",83900,-66000,"India"
"Cust10142",34,608767,"MALE","Masters","farming-fishing","base-jumping",0,0,"India"
"Cust10143",33,608767,"MALE","Masters","farming-fishing","base-jumping",0,-55400,"India"
"Cust10144",27,459889,"MALE","Masters","tech-support","sleeping",54600,0,"India"
"Cust10145",36,620869,"MALE","MD","priv-house-serv","board-games",35400,-45500,"India"
"Cust10146",34,440833,"FEMALE","JD","prof-specialty","bungie-jumping",70900,-61100,"India"
"Cust10148",36,466303,"FEMALE","Associate","sales","reading",67100,0,"India"
"Cust10149",37,466303,"FEMALE","Associate","tech-support","reading",23600,0,"India"
"Cust1015",38,476685,"FEMALE","College","machine-op-inspct","board-games",41300,-55500,"India"
"Cust10150",37,441370,"FEMALE","JD","priv-house-serv","dancing",0,0,"India"
"Cust10152",46,619166,"MALE","College","armed-forces","exercise",0,0,"India"
"Cust10153",45,453719,"MALE","College","armed-forces","exercise",0,0,"India"
"Cust10154",33,472803,"FEMALE","PhD","transport-moving","yachting",78300,0,"India"
"Cust10155",34,472803,"FEMALE","PhD","transport-moving","bungie-jumping",37900,0,"India"
"Cust10156",32,460579,"FEMALE","Masters","other-service","reading",0,0,"India"
"Cust10157",33,442308,"FEMALE","Masters","other-service","reading",0,0,"India"
"Cust10158",34,469383,"FEMALE","PhD","other-service","board-games",67800,-50300,"India"
"Cust10159",33,463307,"FEMALE","PhD","other-service","board-games",67800,-50300,"India"
"Cust10160",40,614383,"FEMALE","College","machine-op-inspct","reading",36600,-51200,"India"
"Cust10162",36,438617,"FEMALE","College","priv-house-serv","camping",12100,0,"India"
"Cust10163",36,438617,"FEMALE","Associate","priv-house-serv","board-games",71200,0,"India"
"Cust10164",38,613936,"FEMALE","MD","transport-moving","reading",0,0,"India"
"Cust10165",39,459407,"FEMALE","MD","transport-moving","reading",33000,-43600,"India"
"Cust10166",29,472163,"FEMALE","Associate","machine-op-inspct","board-games",0,-42700,"India"
"Cust10167",30,472163,"FEMALE","JD","machine-op-inspct","golf",46500,0,"India"
"Cust10169",42,477356,"MALE","MD","adm-clerical","video-games",38000,-50300,"India"
"Cust1017",26,619884,"MALE","College","machine-op-inspct","hiking",63600,0,"India"
"Cust10170",40,615712,"MALE","Masters","craft-repair","yachting",0,0,"India"
"Cust10171",34,615712,"MALE","PhD","craft-repair","yachting",0,0,"India"
"Cust10172",48,432399,"FEMALE","MD","priv-house-serv","board-games",0,0,"India"
"Cust10173",49,601600,"MALE","MD","priv-house-serv","polo",0,0,"India"
"Cust10177",53,455672,"MALE","MD","sales","skydiving",0,0,"India"
"Cust10178",40,444155,"MALE","Associate","prof-specialty","golf",0,-72900,"India"
"Cust10179",38,463809,"MALE","Associate","prof-specialty","golf",0,-72900,"India"
"Cust1018",31,470610,"MALE","High School","machine-op-inspct","reading",53500,0,"India"
"Cust10180",36,465764,"MALE","PhD","handlers-cleaners","skydiving",64400,0,"India"
"Cust10181",37,465764,"MALE","PhD","exec-managerial","bungie-jumping",0,-40800,"India"
"Cust10183",32,446898,"FEMALE","High School","handlers-cleaners","dancing",45500,-60600,"India"
"Cust10185",34,453274,"FEMALE","Masters","machine-op-inspct","camping",54500,0,"India"
"Cust10187",51,479320,"FEMALE","PhD","machine-op-inspct","exercise",47900,0,"India"
"Cust10188",47,443462,"FEMALE","High School","protective-serv","bungie-jumping",49600,0,"India"
"Cust10189",38,617699,"FEMALE","High School","farming-fishing","yachting",53000,0,"India"
"Cust10190",38,608525,"FEMALE","PhD","craft-repair","sleeping",0,0,"India"
"Cust10191",38,608525,"FEMALE","Masters","protective-serv","kayaking",0,0,"India"
"Cust10192",39,447458,"MALE","Associate","tech-support","video-games",0,-8500,"India"
"Cust10193",42,477356,"MALE","Associate","tech-support","video-games",0,-8500,"India"
"Cust10194",44,434669,"MALE","PhD","armed-forces","hiking",0,-62400,"India"
"Cust10195",44,464743,"MALE","PhD","other-service","hiking",0,0,"India"
"Cust10196",48,609322,"FEMALE","PhD","farming-fishing","kayaking",0,0,"India"
"Cust10197",45,460308,"FEMALE","PhD","farming-fishing","kayaking",0,0,"India"
"Cust10199",36,606177,"FEMALE","Masters","other-service","golf",34500,-60600,"India"
"Cust10200",49,468168,"MALE","PhD","machine-op-inspct","paintball",0,0,"India"
"Cust10201",55,468168,"MALE","College","exec-managerial","paintball",0,0,"India"
"Cust10202",44,479408,"FEMALE","PhD","prof-specialty","polo",0,-41200,"India"
"Cust10203",44,457555,"FEMALE","PhD","priv-house-serv","kayaking",0,-45100,"India"
"Cust10205",43,468104,"MALE","JD","priv-house-serv","camping",49600,-28700,"India"
"Cust10207",50,443854,"MALE","JD","armed-forces","video-games",48900,-32600,"India"
"Cust10208",27,471366,"MALE","College","adm-clerical","exercise",0,-31700,"India"
"Cust10209",27,470866,"MALE","College","adm-clerical","dancing",0,-31700,"India"
"Cust1021",62,618845,"MALE","JD","other-service","bungie-jumping",0,0,"India"
"Cust10210",41,450746,"MALE","High School","transport-moving","golf",0,-54600,"India"
"Cust10211",44,440720,"MALE","Masters","transport-moving","golf",0,-54600,"India"
"Cust10214",40,459878,"MALE","College","prof-specialty","skydiving",23300,0,"India"
"Cust10215",45,459878,"MALE","College","prof-specialty","exercise",0,0,"India"
"Cust10216",36,474998,"MALE","High School","armed-forces","paintball",0,-30400,"India"
"Cust10217",34,470670,"MALE","Associate","armed-forces","movies",0,-30400,"India"
"Cust10219",36,450368,"FEMALE","Associate","machine-op-inspct","reading",0,0,"India"
"Cust1022",41,442479,"FEMALE","Associate","machine-op-inspct","skydiving",46700,0,"India"
"Cust10220",38,472253,"FEMALE","College","other-service","camping",0,0,"India"
"Cust10221",39,448809,"MALE","College","other-service","camping",0,-71700,"India"
"Cust10222",36,469653,"FEMALE","High School","machine-op-inspct","dancing",0,0,"India"
"Cust10223",40,438877,"FEMALE","High School","adm-clerical","reading",0,0,"India"
"Cust10224",45,465631,"MALE","JD","priv-house-serv","camping",0,-49400,"India"
"Cust10225",45,465631,"MALE","JD","priv-house-serv","camping",36400,-28700,"India"
"Cust10226",37,432148,"MALE","Associate","machine-op-inspct","hiking",0,-39100,"India"
"Cust10229",29,466838,"FEMALE","College","armed-forces","skydiving",61400,-41100,"India"
"Cust1023",55,443920,"MALE","High School","prof-specialty","paintball",72700,-68200,"India"
"Cust10231",46,448310,"FEMALE","JD","sales","hiking",0,0,"India"
"Cust10232",47,615730,"FEMALE","JD","craft-repair","camping",36800,0,"India"
"Cust10233",42,615730,"MALE","JD","craft-repair","paintball",36800,0,"India"
"Cust10234",38,433155,"FEMALE","Masters","tech-support","paintball",0,-53700,"India"
"Cust10235",38,612597,"FEMALE","Masters","tech-support","sleeping",0,-53700,"India"
"Cust10236",28,616120,"FEMALE","College","armed-forces","exercise",0,0,"India"
"Cust10237",29,616120,"FEMALE","College","armed-forces","exercise",0,-37500,"India"
"Cust10239",33,461744,"FEMALE","PhD","handlers-cleaners","kayaking",0,-40900,"India"
"Cust1024",55,453148,"MALE","MD","priv-house-serv","chess",0,-31000,"India"
"Cust10240",46,470104,"FEMALE","High School","sales","reading",0,0,"India"
"Cust10241",44,470104,"FEMALE","MD","priv-house-serv","skydiving",0,0,"India"
"Cust10242",42,464353,"FEMALE","MD","tech-support","paintball",51400,0,"India"
"Cust10243",32,464353,"FEMALE","MD","tech-support","paintball",0,0,"India"
"Cust10244",26,610302,"MALE","MD","prof-specialty","sleeping",66300,-68100,"India"
"Cust10246",35,466137,"FEMALE","High School","machine-op-inspct","board-games",0,-75700,"India"
"Cust10247",36,466137,"FEMALE","High School","machine-op-inspct","board-games",0,0,"India"
"Cust10248",27,431389,"MALE","College","sales","golf",55300,-61500,"India"
"Cust10249",29,431389,"MALE","College","priv-house-serv","dancing",50400,-58400,"India"
"Cust1025",40,434733,"MALE","College","craft-repair","kayaking",0,-53500,"India"
"Cust10250",38,436173,"MALE","College","priv-house-serv","reading",32800,-50600,"India"
"Cust10254",35,464743,"MALE","JD","adm-clerical","hiking",0,0,"India"
"Cust10256",53,614521,"FEMALE","High School","machine-op-inspct","cross-fit",0,0,"India"
"Cust10257",57,473638,"MALE","College","machine-op-inspct","reading",0,0,"India"
"Cust10259",43,444232,"FEMALE","JD","tech-support","movies",0,-42400,"India"
"Cust1026",35,613982,"MALE","Masters","sales","polo",0,0,"India"
"Cust10260",27,470866,"FEMALE","College","adm-clerical","dancing",0,-55800,"India"
"Cust10262",33,446174,"MALE","JD","protective-serv","camping",0,-78600,"India"
"Cust10264",41,606638,"FEMALE","Associate","tech-support","exercise",46300,-33000,"India"
"Cust10266",37,448912,"MALE","JD","transport-moving","hiking",0,0,"India"
"Cust10268",27,464743,"FEMALE","JD","other-service","skydiving",31500,0,"India"
"Cust10269",32,464743,"MALE","PhD","farming-fishing","hiking",0,0,"India"
"Cust1027",43,436984,"MALE","High School","prof-specialty","golf",0,-29200,"India"
"Cust10270",43,443191,"MALE","College","priv-house-serv","camping",33500,-49500,"India"
"Cust10272",32,475524,"FEMALE","MD","adm-clerical","video-games",72400,-71200,"India"
"Cust10273",38,475524,"FEMALE","MD","adm-clerical","video-games",72400,-77000,"India"
"Cust10274",39,456600,"FEMALE","Associate","tech-support","skydiving",0,0,"India"
"Cust10275",28,469621,"FEMALE","Associate","tech-support","skydiving",0,0,"India"
"Cust10276",27,618405,"FEMALE","JD","farming-fishing","exercise",46700,0,"India"
"Cust10277",27,609930,"FEMALE","JD","farming-fishing","polo",0,0,"India"
"Cust10278",42,430832,"FEMALE","High School","prof-specialty","kayaking",58300,0,"India"
"Cust10279",38,430832,"FEMALE","High School","craft-repair","sleeping",58300,0,"India"
"Cust1028",34,607730,"MALE","JD","exec-managerial","chess",31000,-30200,"India"
"Cust10281",48,609322,"FEMALE","Masters","sales","basketball",0,0,"India"
"Cust10283",54,602304,"FEMALE","College","prof-specialty","kayaking",41400,0,"India"
"Cust10285",47,469650,"FEMALE","Masters","machine-op-inspct","exercise",0,0,"India"
"Cust10286",53,602304,"FEMALE","College","machine-op-inspct","dancing",0,0,"India"
"Cust10288",45,459878,"MALE","PhD","prof-specialty","skydiving",23300,0,"India"
"Cust10289",43,459878,"MALE","College","craft-repair","skydiving",23300,0,"India"
"Cust10290",52,456203,"MALE","JD","adm-clerical","paintball",98800,-53200,"India"
"Cust10291",54,456203,"MALE","JD","adm-clerical","paintball",0,-53200,"India"
"Cust10292",54,474598,"FEMALE","PhD","armed-forces","bungie-jumping",65000,-49200,"India"
"Cust10293",51,474598,"FEMALE","PhD","tech-support","sleeping",65000,-57700,"India"
"Cust10294",54,619794,"MALE","MD","tech-support","video-games",0,-90600,"India"
"Cust10295",50,605121,"MALE","MD","exec-managerial","video-games",0,-42700,"India"
"Cust10296",43,602258,"FEMALE","PhD","priv-house-serv","skydiving",42200,-56200,"India"
"Cust10297",44,603827,"FEMALE","Associate","handlers-cleaners","skydiving",42200,-56200,"India"
"Cust10298",41,442210,"FEMALE","High School","craft-repair","exercise",45400,-39400,"India"
"Cust10299",43,465248,"FEMALE","College","prof-specialty","exercise",78800,-39400,"India"
"Cust10302",44,612260,"FEMALE","JD","sales","paintball",51400,0,"India"
"Cust10303",55,612260,"FEMALE","JD","sales","paintball",51400,0,"India"
"Cust10306",25,617460,"FEMALE","Masters","protective-serv","dancing",49300,0,"India"
"Cust10307",25,460579,"FEMALE","Masters","protective-serv","dancing",49300,0,"India"
"Cust10308",30,479821,"FEMALE","Associate","sales","basketball",65700,-54600,"India"
"Cust1031",25,473328,"MALE","Masters","prof-specialty","video-games",53200,0,"India"
"Cust10312",51,473329,"FEMALE","JD","tech-support","hiking",0,0,"India"
"Cust10314",34,620197,"MALE","Associate","adm-clerical","dancing",30000,-53000,"India"
"Cust10315",33,620197,"MALE","PhD","adm-clerical","camping",58000,-53000,"India"
"Cust10316",35,462106,"FEMALE","High School","transport-moving","board-games",0,0,"India"
"Cust10317",37,438215,"MALE","High School","machine-op-inspct","board-games",52300,0,"India"
"Cust10318",47,444583,"MALE","High School","armed-forces","basketball",0,0,"India"
"Cust10319",48,478947,"FEMALE","High School","armed-forces","basketball",0,-34600,"India"
"Cust10320",35,616884,"FEMALE","High School","tech-support","exercise",0,0,"India"
"Cust10321",37,616884,"FEMALE","High School","priv-house-serv","exercise",0,0,"India"
"Cust10322",48,463184,"FEMALE","JD","sales","hiking",0,0,"India"
"Cust10323",48,448310,"FEMALE","JD","craft-repair","camping",0,0,"India"
"Cust10326",27,438923,"MALE","PhD","craft-repair","polo",0,-36500,"India"
"Cust10327",34,613826,"MALE","MD","craft-repair","polo",0,-36500,"India"
"Cust10328",37,604333,"FEMALE","PhD","craft-repair","camping",46500,0,"India"
"Cust10329",37,604333,"FEMALE","MD","craft-repair","camping",0,0,"India"
"Cust1033",35,614780,"FEMALE","Associate","adm-clerical","yachting",81100,0,"India"
"Cust10330",41,603381,"MALE","Masters","prof-specialty","yachting",0,0,"India"
"Cust10332",27,477695,"FEMALE","College","adm-clerical","exercise",43000,-55800,"India"
"Cust10333",27,470866,"FEMALE","College","adm-clerical","exercise",43000,-55800,"India"
"Cust10334",38,446435,"MALE","Associate","other-service","camping",0,-31700,"India"
"Cust10335",39,446435,"MALE","Associate","tech-support","camping",0,-31700,"India"
"Cust10336",33,464630,"FEMALE","JD","protective-serv","hiking",58100,-49000,"India"
"Cust10337",33,441871,"FEMALE","JD","protective-serv","hiking",58100,-49000,"India"
"Cust10338",44,431496,"FEMALE","PhD","sales","kayaking",68400,-55600,"India"
"Cust1034",30,472248,"MALE","High School","farming-fishing","video-games",51400,-64000,"India"
"Cust10340",30,436499,"FEMALE","High School","exec-managerial","dancing",0,-65700,"India"
"Cust10341",33,614417,"FEMALE","College","transport-moving","dancing",0,-65700,"India"
"Cust10343",43,605369,"MALE","JD","machine-op-inspct","camping",57900,-53800,"India"
"Cust10344",42,473935,"MALE","College","craft-repair","exercise",0,0,"India"
"Cust10345",43,448466,"MALE","College","prof-specialty","camping",0,-49900,"India"
"Cust10347",45,444378,"MALE","JD","other-service","dancing",0,0,"India"
"Cust10348",40,473591,"FEMALE","College","tech-support","paintball",0,0,"India"
"Cust10349",40,473591,"FEMALE","College","adm-clerical","paintball",0,0,"India"
"Cust1035",37,603381,"MALE","PhD","prof-specialty","yachting",0,0,"India"
"Cust10350",34,618418,"FEMALE","Masters","other-service","paintball",0,0,"India"
"Cust10351",47,474860,"FEMALE","MD","other-service","paintball",0,0,"India"
"Cust10352",41,466161,"MALE","PhD","priv-house-serv","reading",50000,-28700,"India"
"Cust10353",41,468104,"MALE","PhD","other-service","skydiving",50000,-28700,"India"
"Cust10355",46,450800,"MALE","MD","priv-house-serv","reading",51100,0,"India"
"Cust10356",48,600648,"MALE","PhD","machine-op-inspct","polo",0,0,"India"
"Cust10358",45,478703,"MALE","High School","transport-moving","base-jumping",0,-40200,"India"
"Cust1036",33,479224,"MALE","High School","craft-repair","reading",53300,-49200,"India"
"Cust10360",36,432711,"MALE","Associate","protective-serv","movies",0,0,"India"
"Cust10361",32,604874,"MALE","Associate","protective-serv","base-jumping",37700,0,"India"
"Cust10362",33,475847,"FEMALE","JD","transport-moving","movies",78300,-38500,"India"
"Cust10363",32,462377,"FEMALE","JD","transport-moving","movies",78300,-38500,"India"
"Cust10365",46,450184,"MALE","Masters","machine-op-inspct","polo",0,-57000,"India"
"Cust10366",38,437323,"FEMALE","High School","priv-house-serv","exercise",0,0,"India"
"Cust10368",35,438923,"MALE","MD","machine-op-inspct","yachting",0,0,"India"
"Cust10369",35,432148,"MALE","MD","priv-house-serv","polo",0,-55800,"India"
"Cust1037",28,430141,"FEMALE","Masters","protective-serv","camping",0,0,"India"
"Cust10370",37,439502,"FEMALE","MD","sales","base-jumping",0,0,"India"
"Cust10371",38,439690,"MALE","MD","sales","base-jumping",40100,0,"India"
"Cust10373",50,615821,"MALE","Masters","other-service","skydiving",0,0,"India"
"Cust10375",27,615218,"FEMALE","Associate","sales","hiking",0,0,"India"
"Cust10376",36,435371,"FEMALE","College","handlers-cleaners","chess",0,0,"India"
"Cust10377",36,435371,"FEMALE","High School","handlers-cleaners","chess",0,0,"India"
"Cust10379",41,471519,"FEMALE","College","tech-support","chess",0,0,"India"
"Cust1038",49,620757,"FEMALE","JD","priv-house-serv","golf",0,0,"India"
"Cust10382",39,609336,"MALE","JD","farming-fishing","skydiving",0,-28800,"India"
"Cust10383",38,430567,"FEMALE","JD","farming-fishing","exercise",0,0,"India"
"Cust10384",39,602177,"FEMALE","College","handlers-cleaners","dancing",0,0,"India"
"Cust10385",40,603320,"FEMALE","College","prof-specialty","golf",45500,0,"India"
"Cust10386",42,435967,"FEMALE","Masters","sales","camping",71300,-56800,"India"
"Cust10388",43,610246,"FEMALE","Masters","handlers-cleaners","bungie-jumping",0,0,"India"
"Cust10389",46,600648,"MALE","College","transport-moving","dancing",0,0,"India"
"Cust1039",54,615901,"FEMALE","MD","craft-repair","bungie-jumping",65700,0,"India"
"Cust10390",36,468300,"MALE","College","craft-repair","bungie-jumping",0,-26400,"India"
"Cust10391",35,468300,"MALE","Masters","machine-op-inspct","bungie-jumping",0,-53500,"India"
"Cust10393",30,466691,"FEMALE","Associate","adm-clerical","bungie-jumping",46000,0,"India"
"Cust10394",29,454776,"MALE","JD","armed-forces","movies",0,-48500,"India"
"Cust10395",35,454776,"MALE","JD","armed-forces","movies",70600,0,"India"
"Cust10397",39,614521,"MALE","PhD","machine-op-inspct","reading",71500,0,"India"
"Cust10398",34,465921,"FEMALE","Associate","farming-fishing","golf",33300,-10600,"India"
"Cust1040",37,474615,"MALE","JD","tech-support","video-games",48500,0,"India"
"Cust10400",31,612316,"FEMALE","High School","exec-managerial","sleeping",0,0,"India"
"Cust10401",24,604555,"FEMALE","High School","exec-managerial","reading",0,0,"India"
"Cust10402",47,616276,"FEMALE","MD","adm-clerical","dancing",0,0,"India"
