CustomerID,ReportedFraud
Cust27861,Y
Cust31565,N
Cust9109,N
Cust3319,Y
Cust24525,N
Cust21211,N
Cust3896,Y
Cust14986,Y
Cust16685,N
Cust5700,Y
Cust20682,N
Cust22595,Y
Cust37177,N
Cust16703,N
Cust10616,N
Cust24094,N
Cust26748,N
Cust24622,N
Cust21882,N
Cust4537,Y
Cust25773,N
Cust2850,Y
Cust8246,N
Cust36844,N
Cust17239,N
Cust20700,N
Cust8528,N
Cust30269,N
Cust36364,N
Cust22915,Y
Cust36652,N
Cust28630,N
Cust6337,N
Cust16420,N
Cust19778,N
Cust13290,N
Cust17292,N
Cust8737,N
Cust20265,N
Cust3515,Y
Cust37217,N
Cust13651,N
Cust1830,Y
Cust19371,N
Cust13500,N
Cust14084,N
Cust9267,Y
Cust9068,N
Cust14747,N
Cust5990,Y
Cust29959,N
Cust23695,N
Cust25577,N
Cust34466,N
Cust12857,N
Cust2175,Y
Cust33573,N
Cust20974,N
Cust38792,N
Cust17450,N
Cust27240,Y
Cust19558,N
Cust16648,N
Cust7703,Y
Cust21138,N
Cust26563,N
Cust10969,N
Cust28951,N
Cust32300,N
Cust3064,Y
Cust21143,N
Cust5430,Y
Cust31676,N
Cust20484,N
Cust23436,N
Cust15554,N
Cust4338,Y
Cust7784,Y
Cust29506,N
Cust21404,N
Cust9438,Y
Cust18126,Y
Cust31200,N
Cust13743,N
Cust26851,N
Cust13440,N
Cust15576,N
Cust19791,N
Cust30200,N
Cust35314,N
Cust15726,N
Cust4474,Y
Cust34512,Y
Cust36304,N
Cust15088,N
Cust22386,Y
Cust33290,N
Cust28119,N
Cust22099,Y
Cust1832,Y
Cust12012,N
Cust18183,Y
Cust5363,Y
Cust38076,N
Cust35851,N
Cust15357,N
Cust14314,Y
Cust8578,Y
Cust25081,N
Cust26045,N
Cust15716,N
Cust30225,N
Cust19362,N
Cust17956,Y
Cust33898,N
Cust19779,N
Cust38017,N
Cust13247,N
Cust38418,N
Cust24776,N
Cust3613,Y
Cust32897,N
Cust9930,Y
Cust31678,N
Cust10016,N
Cust17509,N
Cust34362,N
Cust17437,N
Cust38130,N
Cust20636,N
Cust33768,Y
Cust6956,Y
Cust14001,N
Cust14413,Y
Cust33436,N
Cust24822,N
Cust38831,N
Cust8424,N
Cust12436,N
Cust25886,Y
Cust3424,Y
Cust13004,N
Cust9236,N
Cust18744,Y
Cust11711,N
Cust3371,Y
Cust37184,N
Cust22215,Y
Cust22658,Y
Cust19917,N
Cust12762,N
Cust22623,Y
Cust16149,N
Cust28514,N
Cust27405,N
Cust7403,Y
Cust21788,N
Cust26049,Y
Cust12850,N
Cust4174,Y
Cust23663,Y
Cust35411,N
Cust15930,N
Cust25702,N
Cust36594,N
Cust12163,Y
Cust38141,N
Cust20397,N
Cust22590,Y
Cust20775,N
Cust11290,N
Cust27910,N
Cust33440,N
Cust5799,Y
Cust10881,N
Cust9057,N
Cust20455,N
Cust7159,Y
Cust33733,N
Cust2543,Y
Cust3818,Y
Cust11363,N
Cust35505,N
Cust22035,Y
Cust38618,N
Cust28481,N
Cust19474,N
Cust37639,N
Cust13162,N
Cust38712,N
Cust19553,N
Cust35985,N
Cust8094,Y
Cust39476,N
Cust37677,N
Cust23288,N
Cust21301,N
Cust1707,N
Cust29641,N
Cust5199,Y
Cust28272,N
Cust30246,N
Cust32963,N
Cust28277,N
Cust27585,Y
Cust10558,N
Cust11646,N
Cust6758,N
Cust36530,N
Cust16934,N
Cust32425,N
Cust32545,N
Cust2363,Y
Cust38010,N
Cust28862,N
Cust5074,Y
Cust29079,N
Cust5865,Y
Cust30255,N
Cust2460,Y
Cust7514,Y
Cust34444,N
Cust24249,N
Cust10633,N
Cust29537,N
Cust26893,N
Cust4819,Y
Cust38019,N
Cust39440,N
Cust22680,Y
Cust4636,Y
Cust15216,N
Cust19713,N
Cust32978,Y
Cust8554,N
Cust30083,N
Cust28147,N
Cust12095,N
Cust8234,N
Cust14143,N
Cust13045,Y
Cust4885,Y
Cust27517,N
Cust21629,N
Cust5397,Y
Cust11101,N
Cust18173,N
Cust33650,N
Cust1778,N
Cust20972,N
Cust9790,N
Cust37608,N
Cust15039,N
Cust3834,Y
Cust21401,N
Cust22888,Y
Cust31690,N
Cust13329,N
Cust10758,N
Cust9123,N
Cust30110,N
Cust36925,N
Cust5288,Y
Cust35996,Y
Cust8594,N
Cust11520,N
Cust5721,Y
Cust4284,Y
Cust3670,Y
Cust22974,N
Cust1145,N
Cust22547,Y
Cust19425,N
Cust39280,N
Cust22477,Y
Cust20482,N
Cust36133,N
Cust39083,N
Cust25763,N
Cust35116,N
Cust13582,N
Cust7620,Y
Cust35884,N
Cust38187,N
Cust24379,N
Cust30438,N
Cust37492,N
Cust5133,Y
Cust23256,N
Cust13109,N
Cust31533,Y
Cust35658,N
Cust12938,N
Cust20340,N
Cust31146,N
Cust6209,Y
Cust26369,N
Cust29511,N
Cust35342,N
Cust3950,Y
Cust5905,Y
Cust1194,Y
Cust27300,N
Cust22059,Y
Cust39086,N
Cust3774,Y
Cust14036,N
Cust34513,N
Cust18092,N
Cust12578,N
Cust9739,N
Cust15405,N
Cust9662,N
Cust15968,N
Cust10690,N
Cust27927,N
Cust12967,N
Cust19731,N
Cust24457,N
Cust30193,N
Cust37737,N
Cust16945,N
Cust25796,N
Cust25408,Y
Cust35226,N
Cust34572,N
Cust38576,N
Cust5027,Y
Cust7525,Y
Cust28928,N
Cust27955,N
Cust15868,N
Cust26474,N
Cust18724,Y
Cust11368,Y
Cust31818,N
Cust28544,N
Cust14815,N
Cust19750,N
Cust30037,N
Cust15671,N
Cust1331,N
Cust24729,N
Cust22225,Y
Cust39033,N
Cust18939,N
Cust10795,N
Cust9679,N
Cust21496,N
Cust31707,N
Cust28773,N
Cust22933,N
Cust16386,N
Cust24736,N
Cust31669,N
Cust27892,N
Cust32659,N
Cust35053,N
Cust26722,Y
Cust23205,N
Cust10235,N
Cust10127,Y
Cust9090,N
Cust13705,Y
Cust9360,Y
Cust34654,N
Cust35500,N
Cust4441,N
Cust30874,N
Cust35968,N
Cust39092,N
Cust31041,N
Cust37237,N
Cust10785,N
Cust24315,N
Cust4543,Y
Cust32225,N
Cust6414,Y
Cust20842,N
Cust3761,Y
Cust8846,N
Cust21067,N
Cust10040,N
Cust8964,N
Cust15092,N
Cust11694,N
Cust30503,N
Cust21029,N
Cust9549,N
Cust37299,N
Cust12366,N
Cust33852,N
Cust7311,Y
Cust19532,N
Cust18559,Y
Cust15471,N
Cust12458,N
Cust29127,N
Cust26807,N
Cust2696,Y
Cust5030,Y
Cust1126,N
Cust16990,N
Cust27627,N
Cust18108,Y
Cust29740,N
Cust26544,N
Cust29530,Y
Cust14945,N
Cust14998,N
Cust24141,N
Cust33427,N
Cust32412,N
Cust6060,Y
Cust37888,N
Cust33180,N
Cust37693,Y
Cust14392,Y
Cust18600,Y
Cust2137,Y
Cust23966,N
Cust31788,N
Cust37728,N
Cust18874,Y
Cust38098,N
Cust10530,N
Cust32437,N
Cust37830,N
Cust25818,N
Cust16974,N
Cust10643,N
Cust19706,N
Cust6016,Y
Cust6709,Y
Cust9834,N
Cust17521,N
Cust26776,N
Cust37460,N
Cust23971,N
Cust13555,Y
Cust19616,N
Cust22389,Y
Cust18885,Y
Cust26130,N
Cust22538,Y
Cust14156,N
Cust11610,N
Cust19005,Y
Cust8012,Y
Cust26739,N
Cust26372,N
Cust35657,N
Cust32875,N
Cust11693,N
Cust33815,N
Cust22445,Y
Cust4820,N
Cust36560,N
Cust14769,N
Cust20106,Y
Cust14319,N
Cust30207,N
Cust2924,N
Cust33590,N
Cust20661,N
Cust30742,N
Cust8839,N
Cust35454,N
Cust12598,N
Cust25451,N
Cust11833,Y
Cust9402,Y
Cust35134,N
Cust10140,N
Cust36432,N
Cust25853,N
Cust34682,N
Cust32821,N
Cust29588,N
Cust34098,N
Cust32501,N
Cust19907,N
Cust9388,Y
Cust7744,Y
Cust35208,N
Cust30975,N
Cust14105,N
Cust28836,N
Cust18994,N
Cust5327,Y
Cust10314,N
Cust18086,Y
Cust14451,N
Cust21166,N
Cust34860,N
Cust8837,N
Cust34474,N
Cust27263,N
Cust24922,N
Cust7217,Y
Cust14112,N
Cust12571,N
Cust4963,Y
Cust24523,N
Cust9375,Y
Cust32152,N
Cust26033,N
Cust31141,N
Cust19265,N
Cust15381,N
Cust13909,N
Cust27368,N
Cust28747,N
Cust14811,N
Cust15807,N
Cust36064,N
Cust2804,Y
Cust39449,N
Cust33038,N
Cust10446,N
Cust33708,N
Cust5048,Y
Cust31609,N
Cust1367,N
Cust6149,Y
Cust33095,N
Cust15081,N
Cust35487,N
Cust6955,Y
Cust24388,N
Cust2018,Y
Cust18870,Y
Cust17620,N
Cust2934,Y
Cust35869,N
Cust32892,N
Cust28683,N
Cust9700,N
Cust35951,N
Cust23020,N
Cust1174,N
Cust37273,N
Cust6231,Y
Cust28546,N
Cust39132,N
Cust29945,N
Cust32840,N
Cust27474,N
Cust36067,N
Cust5460,Y
Cust38038,N
Cust12441,N
Cust10133,N
Cust11783,Y
Cust4072,Y
Cust2969,Y
Cust20723,N
Cust7561,Y
Cust30199,N
Cust28155,N
Cust23117,N
Cust20917,N
Cust37616,N
Cust11432,N
Cust22425,Y
Cust39260,N
Cust33840,N
Cust33380,N
Cust21887,N
Cust28945,N
Cust14688,N
Cust36809,N
Cust9419,Y
Cust16970,N
Cust36318,N
Cust30366,N
Cust7475,Y
Cust15419,N
Cust27960,N
Cust4298,Y
Cust4168,N
Cust10809,N
Cust8154,N
Cust26738,N
Cust23287,N
Cust24256,N
Cust13172,N
Cust15524,N
Cust23840,N
Cust21669,N
Cust24175,N
Cust20379,Y
Cust29125,N
Cust15320,N
Cust7417,Y
Cust11500,N
Cust22702,Y
Cust7641,Y
Cust32028,N
Cust12090,N
Cust23990,N
Cust24535,N
Cust27341,N
Cust25342,N
Cust31268,N
Cust14777,Y
Cust5580,Y
Cust2943,Y
Cust28708,N
Cust13986,Y
Cust35999,N
Cust26320,N
Cust36678,N
Cust11570,N
Cust37969,N
Cust19190,N
Cust19649,N
Cust31941,N
Cust7077,Y
Cust10239,Y
Cust21993,Y
Cust24293,N
Cust25617,N
Cust34273,N
Cust6011,Y
Cust31388,N
Cust5346,Y
Cust35827,N
Cust14701,N
Cust15226,N
Cust16524,N
Cust24771,N
Cust12974,Y
Cust17630,N
Cust29509,N
Cust23644,N
Cust2928,Y
Cust38285,N
Cust31891,N
Cust23347,N
Cust34190,N
Cust1371,N
Cust19328,N
Cust30244,N
Cust15460,N
Cust39090,N
Cust38896,N
Cust26289,N
Cust36370,N
Cust20068,N
Cust12237,N
Cust25014,N
Cust25749,N
Cust21619,N
Cust1631,N
Cust27277,N
Cust10654,N
Cust9618,N
Cust29070,N
Cust31857,N
Cust25960,N
Cust19514,N
Cust25714,N
Cust37009,N
Cust2995,Y
Cust23449,N
Cust20852,Y
Cust29807,N
Cust25516,N
Cust19157,N
Cust28910,N
Cust17876,N
Cust28503,N
Cust25244,N
Cust14438,N
Cust31175,N
Cust28663,N
Cust15082,N
Cust29056,N
Cust24538,N
Cust25247,N
Cust38376,N
Cust34503,N
Cust25558,N
Cust27749,N
Cust18255,Y
Cust12583,N
Cust23322,N
Cust9386,Y
Cust3989,N
Cust8674,N
Cust34132,N
Cust38144,N
Cust4899,Y
Cust28362,N
Cust28903,N
Cust1941,N
Cust32438,N
Cust18286,N
Cust19811,N
Cust9520,N
Cust9687,N
Cust1589,N
Cust20425,N
Cust22589,Y
Cust12645,N
Cust34269,N
Cust28748,N
Cust14623,N
Cust7964,Y
Cust29121,Y
Cust36826,N
Cust38884,N
Cust4363,Y
Cust37234,N
Cust31779,Y
Cust31397,N
Cust19233,N
Cust11019,N
Cust24283,N
Cust22091,Y
Cust23346,N
Cust15849,N
Cust20872,N
Cust24067,N
Cust9014,N
Cust19248,N
Cust13931,N
Cust10998,N
Cust26329,N
Cust37419,N
Cust12687,N
Cust13922,N
Cust14400,Y
Cust35120,N
Cust35743,N
Cust8621,N
Cust31235,N
Cust19816,N
Cust16797,Y
Cust3723,Y
Cust34742,N
Cust17379,N
Cust35300,N
Cust39461,N
Cust27997,N
Cust3035,Y
Cust6561,Y
Cust7049,Y
Cust32451,N
Cust12457,N
Cust38086,N
Cust26299,N
Cust23297,N
Cust20166,N
Cust18302,Y
Cust24335,N
Cust6556,Y
Cust18988,N
Cust29320,N
Cust16870,N
Cust16551,N
Cust34417,N
Cust20652,N
Cust14702,N
Cust11971,Y
Cust6299,Y
Cust29309,N
Cust9514,N
Cust29187,N
Cust28353,N
Cust37845,Y
Cust3388,Y
Cust29285,N
Cust34500,N
Cust35558,N
Cust22955,Y
Cust19782,N
Cust28058,N
Cust18819,Y
Cust3825,Y
Cust23767,N
Cust12467,N
Cust7129,Y
Cust17375,N
Cust23774,N
Cust9892,N
Cust31338,N
Cust21145,N
Cust14717,N
Cust5662,Y
Cust30341,N
Cust3545,Y
Cust5820,Y
Cust27951,N
Cust22628,Y
Cust12234,N
Cust39003,N
Cust17129,N
Cust22758,Y
Cust25588,N
Cust18197,Y
Cust14029,N
Cust33451,N
Cust19739,N
Cust15070,N
Cust7801,Y
Cust23930,N
Cust23635,N
Cust32008,N
Cust5703,Y
Cust17351,N
Cust28593,N
Cust34430,N
Cust23478,N
Cust1319,N
Cust3154,Y
Cust10084,Y
Cust17142,Y
Cust9758,N
Cust39383,N
Cust37127,N
Cust1458,Y
Cust23144,N
Cust36744,N
Cust33502,N
Cust30156,N
Cust14200,Y
Cust28826,N
Cust25241,N
Cust35983,Y
Cust10885,N
Cust16619,N
Cust4373,Y
Cust13723,N
Cust7628,Y
Cust23061,N
Cust39112,N
Cust4598,Y
Cust26583,N
Cust34347,N
Cust26501,N
Cust8373,N
Cust12195,N
Cust15345,N
Cust36623,N
Cust2838,Y
Cust24120,N
Cust8747,N
Cust18667,Y
Cust27215,N
Cust12677,N
Cust37578,N
Cust22953,N
Cust37188,N
Cust16708,Y
Cust6782,Y
Cust21714,N
Cust27691,N
Cust13785,N
Cust4526,Y
Cust7070,Y
Cust11369,N
Cust26726,N
Cust1766,N
Cust39098,N
Cust27989,N
Cust10157,N
Cust19403,N
Cust21018,N
Cust29944,N
Cust18459,Y
Cust11460,N
Cust1375,N
Cust33839,N
Cust6489,N
Cust2054,Y
Cust12659,N
Cust20898,N
Cust31165,N
Cust24910,N
Cust3714,N
Cust19459,N
Cust29328,N
Cust11427,N
Cust16459,N
Cust34621,N
Cust37993,N
Cust27293,N
Cust29223,N
Cust1004,Y
Cust14868,N
Cust3932,Y
Cust18280,Y
Cust8054,Y
Cust29553,N
Cust18420,N
Cust30818,N
Cust11075,N
Cust14957,N
Cust33799,N
Cust1222,N
Cust31047,N
Cust6399,Y
Cust12975,N
Cust7718,Y
Cust10880,N
Cust34544,N
Cust25354,N
Cust29160,N
Cust3988,Y
Cust28766,Y
Cust34960,Y
Cust31085,N
Cust20524,N
Cust23270,N
Cust16838,N
Cust38852,N
Cust30530,N
Cust35580,Y
Cust29030,N
Cust19334,N
Cust34883,N
Cust28581,N
Cust21709,N
Cust2742,Y
Cust37594,N
Cust27801,N
Cust16868,N
Cust38685,N
Cust22530,Y
Cust20259,N
Cust36061,N
Cust34805,N
Cust38370,N
Cust29244,N
Cust10889,N
Cust26439,N
Cust28350,N
Cust38290,N
Cust34638,N
Cust2877,Y
Cust12482,N
Cust14615,N
Cust13368,N
Cust1689,N
Cust22372,Y
Cust38606,N
Cust18008,Y
Cust33828,N
Cust13638,N
Cust36334,N
Cust18623,Y
Cust28524,N
Cust11146,N
Cust9699,Y
Cust21415,N
Cust5565,Y
Cust22069,Y
Cust7760,Y
Cust2299,Y
Cust26513,N
Cust26584,N
Cust10414,N
Cust31675,N
Cust2732,Y
Cust20824,N
Cust29645,N
Cust24808,N
Cust15756,N
Cust34158,N
Cust35262,N
Cust38509,Y
Cust2021,Y
Cust25420,N
Cust22982,N
Cust18412,Y
Cust32111,N
Cust6995,Y
Cust9779,N
Cust3196,Y
Cust28114,N
Cust30177,N
Cust10840,N
Cust10163,N
Cust14437,N
Cust10838,N
Cust13111,N
Cust16640,N
Cust37507,N
Cust18240,Y
Cust26503,N
Cust31908,N
Cust15359,N
Cust38257,N
Cust2474,Y
Cust17882,N
Cust20089,N
Cust9133,N
Cust29766,N
Cust15022,N
Cust16044,N
Cust2145,Y
Cust16207,N
Cust23688,N
Cust30708,N
Cust33140,N
Cust37792,N
Cust22620,Y
Cust6872,Y
Cust10636,N
Cust30664,Y
Cust25642,N
Cust2197,Y
Cust4254,Y
Cust12558,N
Cust9378,Y
Cust16350,N
Cust17256,N
Cust39336,N
Cust12052,N
Cust17924,N
Cust8350,N
Cust32878,N
Cust24690,Y
Cust25556,N
Cust37047,N
Cust32361,N
Cust25718,N
Cust11796,Y
Cust1800,N
Cust17866,N
Cust17779,N
Cust12081,N
Cust26764,N
Cust18232,Y
Cust35567,N
Cust28455,N
Cust6666,Y
Cust12906,N
Cust6658,Y
Cust34357,N
Cust5696,Y
Cust30695,N
Cust15427,N
Cust16168,N
Cust34616,N
Cust29873,N
Cust20534,N
Cust36050,N
Cust21336,N
Cust38842,N
Cust29568,N
Cust24012,N
Cust6077,Y
Cust25595,N
Cust13349,N
Cust25687,N
Cust7982,Y
Cust5801,Y
Cust24672,N
Cust39308,N
Cust20121,N
Cust36889,N
Cust36973,N
Cust23038,N
Cust22857,Y
Cust3175,Y
Cust39031,N
Cust32122,Y
Cust27395,N
Cust15012,N
Cust30643,N
Cust11414,N
Cust26788,N
Cust34910,N
Cust35395,N
Cust12125,N
Cust9768,N
Cust26863,N
Cust19102,N
Cust30168,N
Cust34782,Y
Cust34032,N
Cust13923,N
Cust29368,N
Cust36878,N
Cust9656,N
Cust34409,N
Cust38219,N
Cust8871,N
Cust7019,Y
Cust35177,N
Cust37302,N
Cust16394,N
Cust10874,N
Cust39080,N
Cust5541,Y
Cust14633,N
Cust2608,Y
Cust25585,N
Cust3357,N
Cust12208,N
Cust34674,N
Cust23327,N
Cust25533,N
Cust34411,N
Cust25819,N
Cust8505,N
Cust3847,Y
Cust37872,N
Cust35631,N
Cust13772,N
Cust38232,N
Cust37386,N
Cust8198,N
Cust11626,N
Cust35128,N
Cust24109,N
Cust29587,N
Cust3795,Y
Cust10455,N
Cust10388,N
Cust8376,N
Cust35759,Y
Cust37315,N
Cust8179,N
Cust16753,Y
Cust31730,N
Cust24717,N
Cust6207,N
Cust8055,Y
Cust25347,Y
Cust17756,N
Cust3339,Y
Cust2872,Y
Cust29663,N
Cust24582,N
Cust24331,N
Cust30070,N
Cust25201,N
Cust6884,Y
Cust38393,N
Cust17490,N
Cust24127,N
Cust8789,N
Cust10699,N
Cust22790,Y
Cust24199,N
Cust16435,N
Cust33710,N
Cust10454,N
Cust34579,N
Cust24545,N
Cust8477,N
Cust10469,N
Cust11523,N
Cust24063,N
Cust31639,N
Cust17387,N
Cust3801,Y
Cust33349,N
Cust4739,Y
Cust23920,N
Cust23811,N
Cust18401,Y
Cust2256,Y
Cust17791,N
Cust5934,Y
Cust26005,N
Cust11601,N
Cust35989,N
Cust21124,N
Cust28574,N
Cust32721,N
Cust19317,N
Cust11776,Y
Cust24302,N
Cust30494,N
Cust7565,Y
Cust7334,Y
Cust12972,N
Cust2674,Y
Cust2329,Y
Cust2311,Y
Cust20697,N
Cust32923,N
Cust9585,N
Cust23100,N
Cust8077,Y
Cust36596,N
Cust20490,N
Cust37438,N
Cust17418,Y
Cust26824,N
Cust15606,N
Cust14018,N
Cust4651,N
Cust13146,N
Cust39041,N
Cust19285,N
Cust10916,N
Cust36431,N
Cust2204,Y
Cust10842,N
Cust35044,N
Cust10994,N
Cust24562,N
Cust18613,Y
Cust26715,N
Cust31928,N
Cust12808,N
Cust16057,Y
Cust13506,N
Cust37262,N
Cust31057,N
Cust3116,Y
Cust9081,N
Cust24504,N
Cust21698,N
Cust36626,N
Cust4236,Y
Cust31846,N
Cust29890,N
Cust20998,N
Cust1254,Y
Cust2984,Y
Cust15982,N
Cust34869,N
Cust19858,N
Cust31440,N
Cust14187,Y
Cust18562,N
Cust37523,N
Cust36959,N
Cust11537,N
Cust39364,N
Cust14293,Y
Cust30418,N
Cust25747,N
Cust28689,N
Cust34492,N
Cust25756,N
Cust7966,Y
Cust7820,Y
Cust23187,N
Cust30414,N
Cust21583,N
Cust24655,N
Cust17682,N
Cust10203,N
Cust10800,N
Cust1197,Y
Cust35630,N
Cust25723,N
Cust38520,N
Cust2950,Y
Cust16264,N
Cust30415,N
Cust4438,Y
Cust8791,N
Cust26895,Y
Cust24178,N
Cust31930,N
Cust4227,Y
Cust4384,Y
Cust15978,N
Cust18629,N
Cust13801,N
Cust36711,N
Cust13670,N
Cust3778,Y
Cust35834,N
Cust6281,Y
Cust25645,N
Cust6138,Y
Cust36305,N
Cust39300,N
Cust23214,N
Cust1334,N
Cust19278,N
Cust34192,N
Cust21935,N
Cust2282,Y
Cust11070,N
Cust27465,N
Cust14055,N
Cust4113,Y
Cust1250,N
Cust36264,N
Cust38604,N
Cust11245,N
Cust19214,N
Cust31500,N
Cust36289,N
Cust23396,N
Cust5951,Y
Cust23076,N
Cust24195,N
Cust1959,N
Cust30481,N
Cust28709,N
Cust11338,N
Cust34950,N
Cust16912,N
Cust31977,N
Cust27488,N
Cust31203,Y
Cust30671,N
Cust19536,N
Cust17491,Y
Cust28041,N
Cust8184,N
Cust21009,N
Cust20821,N
Cust11182,N
Cust2759,Y
Cust29972,N
Cust34833,N
Cust6574,N
Cust26383,N
Cust12787,N
Cust18697,N
Cust39271,N
Cust8661,N
Cust38201,N
Cust6349,Y
Cust31836,Y
Cust26331,N
Cust16281,N
Cust33853,N
Cust12846,N
Cust25428,N
Cust5938,Y
Cust38274,Y
Cust33955,N
Cust14141,N
Cust29895,N
Cust7918,Y
Cust30582,N
Cust19132,N
Cust12130,N
Cust12418,N
Cust39211,N
Cust22133,Y
Cust6284,Y
Cust2867,Y
Cust27142,N
Cust6361,Y
